藏品名称,藏品来源,年代,介绍,图片链接,详情链接
Autumn Landscape,Gift of Eugene and Marian Gabrych,late 19th century-early 20th century,"This is a Scroll Painting, made of Color on silk, hanging scroll. Its accession number is 2006.371, and its dimensions are 30 5/8 in. x 12 3/4 in. (77.79 cm x 32.39 cm).",https://collection.sdmart.org/Media/Previews/2001-2010_Embark_Object_Photos/2006.371.png,https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=61&objectName=Autumn Landscape
Autumn Mountains,"Gift of Mr. S. M. Hsiao, Hong Kong",18th century,"This is a Hanging scroll, made of Ink and color on paper, hanging scroll. Its accession number is 1964.71.9, and its dimensions are 33 7/8  x 13 7/8 in. (86.04  x 35.24 cm).",https://collection.sdmart.org/Media/Previews/1961-1970_Embark_Object_Photos/1964-71-9.png,https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=62&objectName=Autumn Mountains
Autumn scene with flowers and Birds,Gift of Mr. and Mrs. Archer M. Huntington,1604,"This is a Hnaging Scroll, made of Ink and color on silk and paper, hanging scroll. Its accession number is 1938.250.d, and its dimensions are 61 1/4 in. x 19 in. (155.58 cm x 48.26 cm).",https://collection.sdmart.org/Media/Previews/1930-1940_Embark_Object_Photos/1938-250-D.png,https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=63&objectName=Autumn scene with flowers and Birds
"Axe (moon-shaped, with handle)",,undated,"This is a Puppet, made of Leather. Its accession number is 1924.738.22, and its dimensions are 22 1/2 in. x 4 1/2 in. (57.15 cm x 11.43 cm).",https://collection.sdmart.org/Media/Previews/1920-1929_Embark_Object_Photos/1924-738-22.png,"https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=64&objectName=Axe (moon-shaped, with handle)"
Axe (with long handle),Donor unknown,undated,"This is a Puppet, made of Leather. Its accession number is 1924.738.18.3, and its dimensions are 20 3/4 in. x 4 5/8 in. (52.71 cm x 11.75 cm).",https://collection.sdmart.org/Media/Previews/1920-1929_Embark_Object_Photos/1924-738-18-3.png,https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=65&objectName=Axe (with long handle)
Azure-winged Magpies ,Bequest of Mrs. Cora Timken Burnett,15th century,"This is a Painting Folio, made of Ink and color on silk. Its accession number is 1987.7.2, and its dimensions are 12 1/4 x 12 3/4 in. (31 x 32 cm).",https://collection.sdmart.org/Media/Previews/1981-1990_Embark_Object_Photos/1987.7.2.png,https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=66&objectName=Azure-winged Magpies 
"Bag (made from two Insignias of Rank: Silver Pheasant, Fifth Rank)",Gift of Ruby Harris,18th century-19th century,"This is a Silk Bag, made of Silk. Its accession number is 1990.107, and its dimensions are 14 1/4 in. x 12 in. (36.2 cm x 30.48 cm).",https://collection.sdmart.org/Media/Previews/1981-1990_Embark_Object_Photos/1990.107.png,"https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=67&objectName=Bag (made from two Insignias of Rank: Silver Pheasant, Fifth Rank)"
"Bag (with floral design, hanging cord and pull)",Gift of Mrs. Myrtle Shepherd Francis,undated,"This is a Satin Bag, made of Satin. Its accession number is 1951.15.36.b, and its dimensions are 6 1/4 in. x 4 in. (15.88 cm x 10.16 cm).",https://collection.sdmart.org/Media/Previews/1951-1960_Embark_Object_Photos/1951.15.35.b.png,"https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=68&objectName=Bag (with floral design, hanging cord and pull)"
Balimbing Jarlet,Gift of Dr. and Mrs. Charles A. Breitenbach,2nd half 14th century,"This is a Ceramic Jarlet, made of Blue-and-white ware. Its accession number is 1995.108, and its dimensions are 2 5/16 in. x 2 1/8 in. x 2 1/8 in. (5.87 cm x 5.4 cm x 5.4 cm).",https://collection.sdmart.org/Media/Previews/1991-2000_Embark_Object_Photos/1995.108.png,https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=69&objectName=Balimbing Jarlet
Baluster Vase (with floral design),Bequest of Mrs. Cora Timken Burnett,1368-1644,"This is a Ceramic Vase, made of Ceramic. Its accession number is 1977.42, and its dimensions are 14 1/4 in. x 6 1/4 in. x 6 1/4 in. (36.2 cm x 15.88 cm x 15.88 cm).",https://collection.sdmart.org/Media/Previews/1971-1980_Embark_Object_Photos/1977.42.png,https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=70&objectName=Baluster Vase (with floral design)
Bamboo,Bequest of Elsie S. Kimberly,1948,"This is a Scroll Painting, made of Ink on paper, hanging scroll. Its accession number is 1966.97, and its dimensions are 44 3/4 in. x 17 3/4 in. (113.67 cm x 45.09 cm).",https://collection.sdmart.org/Media/Previews/1961-1970_Embark_Object_Photos/1966.97.png,https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=71&objectName=Bamboo
Bamboo After Rain,Gift of Mr. Herbert H. P. Ma,1966,"This is a Scroll Painting, made of Ink on paper, hanging scroll. Its accession number is 1981.51, and its dimensions are 27 1/8 in. x 18 1/4 in. (68.9 cm x 46.36 cm).",https://collection.sdmart.org/Media/Previews/1981-1990_Embark_Object_Photos/1981.51.png,https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=72&objectName=Bamboo After Rain
Bamboo and plum blossoms,Anonymous,1682,"This is a Polychrome oodblock print, made of Ink and color on paper. Its accession number is 2017.26, and its dimensions are 9 5/16 in. x 11 in. (23.65 cm x 27.94 cm).",https://collection.sdmart.org/Media/Previews/2011-2020_Embark_Object_Photos/2017-26.png,https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=73&objectName=Bamboo and plum blossoms
Bamboo and Plum Blossoms,Gift of Frederick A. Schafer,before 1877,"This is a Scroll Painting, made of Ink and colors on paper mounted on hanging scroll. Its accession number is 1992.71, and its dimensions are 52 in. x 17 3/4 in. (132.08 cm x 45.09 cm).",https://collection.sdmart.org/Media/Previews/1991-2000_Embark_Object_Photos/1992.71.png,https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=74&objectName=Bamboo and Plum Blossoms
Bamboo and Rock,Gift of Ambassador and Mrs. Everett F. Drumright,1962,"This is a Painting Folio, made of Ink and colors on paper. Its accession number is 1994.26.19, and its dimensions are 17 1/4 in. x 13 1/8 in. (43.82 cm x 33.34 cm).",https://collection.sdmart.org/Media/Previews/1991-2000_Embark_Object_Photos/1994-26-19.png,https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=75&objectName=Bamboo and Rock
Bamboo and Sparrows,Museum purchase with funds provided by the Asian Arts Council,undated,"This is a Scroll Painting, made of Colors on paper, handscroll. Its accession number is 1976.6, and its dimensions are 27 1/8 in. x 53 in. (68.9 cm x 134.62 cm).",https://collection.sdmart.org/Media/Previews/1971-1980_Embark_Object_Photos/1976.6.png,https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=76&objectName=Bamboo and Sparrows
Bamboo Grove,Gift of Ambassador and Mrs. Everett F. Drumright,1962,"This is a Painting Folio, made of Ink and color on paper. Its accession number is 1994.26.15, and its dimensions are 17 1/4 in. x 13 1/8 in. (43.82 cm x 33.34 cm).",https://collection.sdmart.org/Media/Previews/1991-2000_Embark_Object_Photos/1994-26-15.png,https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=77&objectName=Bamboo Grove
Bamboo Grove,Victor Diaz Color Photography Collection,Summer 1980,"This is a Dye transfer print, made of Dye transfer on paper. Its accession number is 2015.386.7, and its dimensions are 14 x 11 5/8 in. (36 x 30 cm).",https://collection.sdmart.org/Media/Previews/2011-2020_Embark_Object_Photos/2015-386-7.png,https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=78&objectName=Bamboo Grove
"Bamboo, Narcissus, Chinese Rose, and Lake Tai Rock",Gift of Mrs. John H. Fox,17th century,"This is a Scroll Painting, made of Ink and color on silk, hanging scroll. Its accession number is 1985.89, and its dimensions are 65 7/8  x 23 1/8 in. (167.32  x 58.74 cm).",https://collection.sdmart.org/Media/Previews/1981-1990_Embark_Object_Photos/1985.89.png,"https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=79&objectName=Bamboo, Narcissus, Chinese Rose, and Lake Tai Rock"
Banner (two dragons competing for a pearl),"Gift of Marcia Robbins in memory of her father, Mr. Samuel Robbins",ca. 1900,"This is a Silk Banner, made of Silk. Its accession number is 1986.4, and its dimensions are 27 5/8 in. x 63 1/2 in. (70.17 cm x 161.29 cm).",,https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=80&objectName=Banner (two dragons competing for a pearl)
Banner (with dragons design),Bequest of Elsie S. Kimberly,undated,"This is a Satin Banner, made of Satin. Its accession number is 1966.158, and its dimensions are 22 3/4 in. x 36 in. (57.79 cm x 91.44 cm).",https://collection.sdmart.org/Media/Previews/1961-1970_Embark_Object_Photos/1966.158.png,https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=81&objectName=Banner (with dragons design)
Barricade of bamboo; surrounding my thatched hut,"Museum purchase with funds provided by The Asiatic Arts Committee of the Fine Arts Society, 1957.",20th century,"This is a Folio Painting, made of Ink and color on silk. Its accession number is 1957.47, and its dimensions are 10 1/4 in. x 8 in. (26.04 cm x 20.32 cm).",https://collection.sdmart.org/Media/Previews/1951-1960_Embark_Object_Photos/1957-47.png,https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=82&objectName=Barricade of bamboo; surrounding my thatched hut
Bath House,Museum purchase with funds from an anonymous donor,2000,"This is a Color photograph, made of Color photograph. Its accession number is 2019.18, and its dimensions are 47 1/4 x 59 1/16 in. (120 x 150 cm).",https://collection.sdmart.org/Media/Previews/2011-2020_Embark_Object_Photos/2019-18.png,https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=83&objectName=Bath House
"Battle Scene from ""The Water Margin""",Gift of Mr. and Mrs. Leon Hall Fish in memory of Esther Hall and Leon Henry Fish,ca. 1875-1890,"This is a Silk Tapestry, made of Silk. Its accession number is 1993.7, and its dimensions are 74 3/4 in. x 34 3/4 in. (189.87 cm x 88.27 cm).",https://collection.sdmart.org/Media/Previews/1991-2000_Embark_Object_Photos/1993.70.png,"https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=84&objectName=Battle Scene from ""The Water Margin"""
Bedding (with cranes),Gift of Isamu Kawaguchi,19th century,"This is a Cotton Bedding, made of Kataezome on cotton. Its accession number is 2003.98, and its dimensions are 13 3/8 in. x 46 5/8 in. (33.97 cm x 118.43 cm).",https://collection.sdmart.org/Media/Previews/2001-2010_Embark_Object_Photos/2003.98.png,https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=85&objectName=Bedding (with cranes)
"Bees, Flowers and Rocks",Gift of Mary Alice Metzger,17th century,"This is a Woodblock, made of Woodblock. Its accession number is 1985.3, and its dimensions are 9 3/8 in. x 12 in. (23.81 cm x 30.48 cm).",https://collection.sdmart.org/Media/Previews/1981-1990_Embark_Object_Photos/1985-30.png,"https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=86&objectName=Bees, Flowers and Rocks"
"Beggars, Foochow","MoPA - Gift of Lillick, McHose & Charles",c. 1870,"This is a photograph, made of carbon on paper. Its accession number is M.1986.028.002, and its dimensions are 4 7/8 x 3 7/8 in. (123.83 x 98.43 mm).",https://collection.sdmart.org/Media/Previews/MOPA_Embark_Object_Photos/Color Corrected JPG/1981-1990_MOPA_JPG_Embark_Object/M.1986.028.002(3x3_AdobeRGB.png,"https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=87&objectName=Beggars, Foochow"
Beijing,MoPA - Gift of Mother Jones International Fund,1965,"This is a photograph, made of gelatin silver print on paper. Its accession number is M.1992.023.001, and its dimensions are 8 x 12 in. (203.2 x 304.8 mm).",https://collection.sdmart.org/Media/Previews/MOPA_Embark_Object_Photos/Color Corrected JPG/1991-2000_MOPA_JPG_Embark_Object/M.1992.023.001(9x14_AdobeRG.png,https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=88&objectName=Beijing
Belt Buckle,Donor unknown,undated,"This is a Buckle, made of Textile. Its accession number is 1924.686, and its dimensions are 3 in. x 2 in. x 1/2 in. (7.62 cm x 5.08 cm x 1.27 cm).",,https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=89&objectName=Belt Buckle
Belthooks (mounted as a mirror) ,Anonymous gift in loving memory of Evelyn H. Ornstein,undated,"This is a Jades, made of Jadeite, silver, mirror glass. Its accession number is 1994.215.a, and its dimensions are 7 3/4 in. x 4 3/16 in. x 1 1/4 in. (19.69 cm x 10.64 cm x 3.18 cm).",https://collection.sdmart.org/Media/Previews/1991-2000_Embark_Object_Photos/1994.215.a.png,https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=90&objectName=Belthooks (mounted as a mirror) 
Betal Nut Jar (with cover),Gift of Mrs. Russell Keeney,18th century-19th century,"This is a Silver Jar, made of Silver. Its accession number is 1979.1.a-b, and its dimensions are 4 in. x 3 7/8 in. x 3 7/8 in. (10.16 cm x 9.84 cm x 9.84 cm).",,https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=91&objectName=Betal Nut Jar (with cover)
Betelnut Container (with geometric design and cover),Gift of Isamu Kawaguchi,19th century,"This is a Wood Container, made of Wood. Its accession number is 2006.66.a-b, and its dimensions are 4 3/8 in. x 1 15/16 in. x 1 15/16 in. (11.11 cm x 4.92 cm x 4.92 cm).",https://collection.sdmart.org/Media/Previews/2001-2010_Embark_Object_Photos/2006.66.png,https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=92&objectName=Betelnut Container (with geometric design and cover)
Betelnut Grater (with animal-form handle),Gift of Isamu Kawaguchi,19th century,"This is a Lacquer Grater, made of Lacquered wood. Its accession number is 2006.63, and its dimensions are 2 3/4 in. x 2 1/8 in. x 3 3/4 in. (6.99 cm x 5.4 cm x 9.53 cm).",https://collection.sdmart.org/Media/Previews/2001-2010_Embark_Object_Photos/2006.63..png,https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=93&objectName=Betelnut Grater (with animal-form handle)
Bi,Bequest of Mrs. Cora Timken Burnett,3000 BCE,"This is a Jade Bi, made of Nephrite. Its accession number is 1957.45, and its dimensions are 9 3/4 in. x 9 3/4 in. x 1/4 in. (24.77 cm x 24.77 cm x 0.64 cm).",https://collection.sdmart.org/Media/Previews/1951-1960_Embark_Object_Photos/1957.450.png,https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=94&objectName=Bi
Bi,Bequest of Mrs. Cora Timken Burnett,16th century BCE-1050 BCE,"This is a Jade Pi, made of Jade. Its accession number is 1957.449, and its dimensions are 8 5/16 in. x 8 5/16 in. x 13/32 in. (21.11 cm x 21.11 cm x 1.03 cm).",https://collection.sdmart.org/Media/Previews/1951-1960_Embark_Object_Photos/1957.449.png,https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=95&objectName=Bi
Bi Disc (with three arcs),Bequest of Mrs. Cora Timken Burnett,16th century BCE-11th century BCE,"This is a Jade Disc, made of Jade. Its accession number is 1957.456, and its dimensions are 7 in. x 6 3/4 in. x 1/4 in. (17.78 cm x 17.15 cm x 0.64 cm).",https://collection.sdmart.org/Media/Previews/1951-1960_Embark_Object_Photos/1957.456.png,https://collection.sdmart.org/objects-1/info?query=Creation_Place2%20has%20words%20%22china%22&sort=9&page=96&objectName=Bi Disc (with three arcs)
