主体,介绍
Inscribed_Oracle_Bone,"Zhang Naiji (1899-1948), Paris and New York, by 1948 [1];Acquired from Chang Nai-Chi’s estate by Arthur B. Rothwell (1906-1994), New York and Dallas, TX, 1948-October 25, 1960 [2];Acquired from Rothwell, by exchange, by The Nelson-Atkins Museum of Art, Kansas City, MO, 1960.NOTES:[1] Zhang Naiji (also known as Nai Chi Chang and N. C. Chang) was a collector and dealer who owned Tonying & Company, an antiquities shop in Paris. He emigrated to New York in 1939, where he continued to collect. Zhang worked for C. T. Loo & Company in New York, and later Oriental Fine Arts, which was owned by Arthur B. Rothwell (see note 2). In a letter to Laurence Sickman, Nelson-Atkins Director, dated November 18, 1960, Rothwell described how he came to own the oracle bones: “The inscribed bones, etc. were in the collection of my late associate, Mr. Chang Nai-Chi and were acquired by me from his estate. His death, of course, was so sudden that no provisions had been made for obtaining much of the information that was required later regarding both his personal and also the gallery collection. I am afraid I have no knowledge of the date or place of acquisition but many of his archaic jades and other pieces were obtained during his long purchasing visit to China in 1947 and again in 1948.” Nelson-Atkins Archives, RG 02 Department of Asian Art Records, box 6, folder 2.[2] Arthur B. Rothwell was born in Oldham, England in 1906 and worked as an import manager for Yangtze Trading Company during his early career. He spent several years in New York as president of Oriental Fine Arts, Inc., until 1949, when he closed the gallery and moved to Panama. By 1959, he lived in Dallas, Texas, where he was involved in the oil industry with the Cheyenne Oil Corporation. In a letter to Laurence Sickman dated October 25, 1960, Rothwell proposed an exchange in which he would trade his collection of carved bone fragments for a redundant object from the Nelson-Atkins collection. The object traded by the Nelson-Atkins was a Ting ware cup, which had been purchased by the Museum through Sickman in 1935. The newly-acquired oracle bones assumed the Ting ware cup’s accession number of 35-115. Nelson-Atkins Archives, RG 02 Department of Asian Art Records, box 6, folder 2."
Equestrian_Figure,"In Quest of
Excellence, Center for the Fine Arts, Miami, January 12 - April 22, 1984."
Lady_in_Garden_with_Two_Attendants,Woman in blue robe seated with table at her back; attendant in green brocade dress holding a child; servant girl in gray bringing a cup on a tray.
Lady_in_Garden,"Woman seated before a table and screen.  Serving girl dressed in purple at right and girl in black in back.  Pavilion in background.  Deer, two cranes, dogs, and vases in foreground."
Kalavinka_Musician,"One side of the upper frieze of a small, octagonal cinerary pagoda with imagery of a celestial musician playing a wind instrument."
Lady_Leaning_on_a_Tree,"With C. C. Wang (1907-2003), New York, by 1967;Purchased from C. C. Wang by The Nelson-Atkins Museum of Art, Kansas City, MO, 1967.NOTES:[1] Wang Jiqian (Chi-Cheng, called C. C. Wang) was an artist, collector and dealer who was known especially for his expertise in Chinese paintings. He emigrated to the United States from China in 1949."
Standing_Attendant_Bodhisattva,"Headless standing figure, with the body turned slightly to the right, the left foot raised as though walking, left knee bent, right arm pendant, holding a fragment of drapery, left arm raised, though broken off just below the elbow.  Wears a long dhoti, scarves draped diagonally across the upper body, ribbons falling from the shoulder, a necklace with a pendant jewel, and an armlet and bracelet on the right arm.  Traces of original polychrome."
Bead_Box,Brown wood box with carved designs of symbols of happiness including circular Shou characters in gold. Brass bands around the edges of the box.  Lined with pewter.
Magnolia_Blossoms,Two sprays of magnolia blossoms in gray and black.
Village_in_a_Snowy_Landscape_雪村圖,Scene of houses at the foot of mountains that extend up into the clouds.  Seal in red at the top.
Torso_of_a_Bodhisattva_(one_of_a_pair),"Standing figure of a bodhisattva, head and arms lacking.  Garment of dhoti, with scarves passing through a ring below the waist and wearing a necklace.  One of a pair with 40-32, but sculpted by a different craftsman."
Listening_to_the_Qin_by_Candlelight,"Album painting of a seated man and woman with landscape screen in background, lamp in the foreground; man plays a stringed instrument."
Portrait_of_Ma_Shiqi_(1650–1714),Bearded gentleman wearing official hat with a red tassel and a brown robe trimmed with blue; seated on a rock.
Bowl,Bowl with a dark reddish-brown body.  Blue-black glaze flecked with brown.
Inscribed_Oracle_Bone,"Zhang Naiji (1899-1948), Paris and New York, by 1948 [1];Acquired from Chang Nai-Chi’s estate by Arthur B. Rothwell (1906-1994), New York and Dallas, TX, 1948-October 25, 1960 [2];Acquired from Rothwell, by exchange, by The Nelson-Atkins Museum of Art, Kansas City, MO, 1960.NOTES:[1] Zhang Naiji (also known as Nai Chi Chang and N. C. Chang) was a collector and dealer who owned Tonying & Company, an antiquities shop in Paris. He emigrated to New York in 1939, where he continued to collect. Zhang worked for C. T. Loo & Company in New York, and later Oriental Fine Arts, which was owned by Arthur B. Rothwell (see note 2). In a letter to Laurence Sickman, Nelson-Atkins Director, dated November 18, 1960, Rothwell described how he came to own the oracle bones: “The inscribed bones, etc. were in the collection of my late associate, Mr. Chang Nai-Chi and were acquired by me from his estate. His death, of course, was so sudden that no provisions had been made for obtaining much of the information that was required later regarding both his personal and also the gallery collection. I am afraid I have no knowledge of the date or place of acquisition but many of his archaic jades and other pieces were obtained during his long purchasing visit to China in 1947 and again in 1948.” Nelson-Atkins Archives, RG 02 Department of Asian Art Records, box 6, folder 2.[2] Arthur B. Rothwell was born in Oldham, England in 1906 and worked as an import manager for Yangtze Trading Company during his early career. He spent several years in New York as president of Oriental Fine Arts, Inc., until 1949, when he closed the gallery and moved to Panama. By 1959, he lived in Dallas, Texas, where he was involved in the oil industry with the Cheyenne Oil Corporation. In a letter to Laurence Sickman dated October 25, 1960, Rothwell proposed an exchange in which he would trade his collection of carved bone fragments for a redundant object from the Nelson-Atkins collection. The object traded by the Nelson-Atkins was a Ting ware cup, which had been purchased by the Museum through Sickman in 1935. The newly-acquired oracle bones assumed the Ting ware cup’s accession number of 35-115. Nelson-Atkins Archives, RG 02 Department of Asian Art Records, box 6, folder 2."
Warrior,"Warrior figure dressed in leather armour, with wide leather trousers gathered at the knee, a small cap and ribbons, and a skirt with a pressed geometric design.  The face has a full beard and the figure has a flat back.  Unglazed, with traces of polychrome."
Door_Panels_from_a_Temple,"With T. T. Woo, Peking (modern-day Beijing), China, by?1928;Purchased from T. T. Woo by the dealer C. T. Loo (1880-1957), Paris, 1928-April 1932 [1];His gift to The Nelson-Atkins Museum of Art, Kansas City, MO, 1932.NOTES:[1] Shipping invoice dated March 11, 1932, for shipping door panels from Paris to the Nelson-Atkins, leaving France on the S.S. San Diego on April 11, 1932, Nelson-Atkins?files."
Door_Panels_from_a_Temple,"With T. T. Woo, Peking (modern-day Beijing), China, by?1928;Purchased from T. T. Woo by the dealer C. T. Loo (1880-1957), Paris, 1928-April 1932 [1];His gift to The Nelson-Atkins Museum of Art, Kansas City, MO, 1932.NOTES:[1] Shipping invoice dated March 11, 1932, for shipping door panels from Paris to the Nelson-Atkins, leaving France on the S.S. San Diego on April 11, 1932, Nelson-Atkins?files."
Door_Panels_from_a_Temple,"With T. T. Woo, Peking (modern-day Beijing), China, by?1928;Purchased from T. T. Woo by the dealer C. T. Loo (1880-1957), Paris, 1928-April 1932 [1];His gift to The Nelson-Atkins Museum of Art, Kansas City, MO, 1932.NOTES:[1] Shipping invoice dated March 11, 1932, for shipping door panels from Paris to the Nelson-Atkins, leaving France on the S.S. San Diego on April 11, 1932, Nelson-Atkins?files."
Door_Panels_from_a_Temple,"With T. T. Woo, Peking (modern-day Beijing), China, by?1928;Purchased from T. T. Woo by the dealer C. T. Loo (1880-1957), Paris, 1928-April 1932 [1];His gift to The Nelson-Atkins Museum of Art, Kansas City, MO, 1932.NOTES:[1] Shipping invoice dated March 11, 1932, for shipping door panels from Paris to the Nelson-Atkins, leaving France on the S.S. San Diego on April 11, 1932, Nelson-Atkins?files."
Zoomorphic_Spiral,Bronze pole end or finial in the form of a coiled dragon with two spikes on its back and its sides decorated with stylized geometric designs.
Standing_Bodhisattva,"Provincial sculpture of a standing figure wearing heavy drapery with stiff, regular pleats, crossed scarves, a cusped necklace, and crown with heavy ribbons.  The figure's right hand is held in a gesture of abhaya (reassurance), and the left hand is held in a gesture of varada (wish-bestowing).  Originally painted and gilded.  Pigment in several colors still remains on the figure."
Seated_Maitreya_Buddha,"A headless figure, seated on a stone bench, with both legs pendant.  The right hand is raised in abhaya mudra, the left is resting palm-down on the left knee.  Wears a flowing robe, with the right shoulder left bare; draped in ridged folds, covering the figure as well as the bench."
Birds_Flying_Near_Waterfall,"Album painting of birds flying near waterfall, large tree in left upper corner."
Vase_in_the_Form_of_a_Jade_Cong,"Square vase in shape of an archaic ""ts'ung"" (ritual object, symbol of earth). with fine crackle. Vase has crimped edges, fine crackle, greyish-blue glaze with traces of rose."
Wine_Cup,"Oblong bowl with two flanges on the long sides. Serpentine design on side, zig-zag design in relief on edge. Iridescent green glaze."
Ladle,"Rectangular in shape, with a short handle."
Portrait_of_the_Emperor_Yung_Cheng,"Standing figure of emperor with a moustache, wearing a black embroidered brocade dress and red cloak."
Inscribed_Oracle_Bone,"Zhang Naiji (1899-1948), Paris and New York, by 1948 [1];Acquired from Chang Nai-Chi’s estate by Arthur B. Rothwell (1906-1994), New York and Dallas, TX, 1948-October 25, 1960 [2];Acquired from Rothwell, by exchange, by The Nelson-Atkins Museum of Art, Kansas City, MO, 1960.NOTES:[1] Zhang Naiji (also known as Nai Chi Chang and N. C. Chang) was a collector and dealer who owned Tonying & Company, an antiquities shop in Paris. He emigrated to New York in 1939, where he continued to collect. Zhang worked for C. T. Loo & Company in New York, and later Oriental Fine Arts, which was owned by Arthur B. Rothwell (see note 2). In a letter to Laurence Sickman, Nelson-Atkins Director, dated November 18, 1960, Rothwell described how he came to own the oracle bones: “The inscribed bones, etc. were in the collection of my late associate, Mr. Chang Nai-Chi and were acquired by me from his estate. His death, of course, was so sudden that no provisions had been made for obtaining much of the information that was required later regarding both his personal and also the gallery collection. I am afraid I have no knowledge of the date or place of acquisition but many of his archaic jades and other pieces were obtained during his long purchasing visit to China in 1947 and again in 1948.” Nelson-Atkins Archives, RG 02 Department of Asian Art Records, box 6, folder 2.[2] Arthur B. Rothwell was born in Oldham, England in 1906 and worked as an import manager for Yangtze Trading Company during his early career. He spent several years in New York as president of Oriental Fine Arts, Inc., until 1949, when he closed the gallery and moved to Panama. By 1959, he lived in Dallas, Texas, where he was involved in the oil industry with the Cheyenne Oil Corporation. In a letter to Laurence Sickman dated October 25, 1960, Rothwell proposed an exchange in which he would trade his collection of carved bone fragments for a redundant object from the Nelson-Atkins collection. The object traded by the Nelson-Atkins was a Ting ware cup, which had been purchased by the Museum through Sickman in 1935. The newly-acquired oracle bones assumed the Ting ware cup’s accession number of 35-115. Nelson-Atkins Archives, RG 02 Department of Asian Art Records, box 6, folder 2."
