藏品名称,作者,年代,描述,图片链接,详情链接
Covered teapot or wine pot (pair with 1975.1.1704),Chinese,1662–1722,,https://images.metmuseum.org/CRDImages/rl/mobile-large/SLP1705_1704-1.jpg,https://www.metmuseum.org/en/art/collection/search/460875
"Miniature incense burner, Jun ware",Chinese,13th–14th century,,https://images.metmuseum.org/CRDImages/rl/mobile-large/1745-1.jpg,https://www.metmuseum.org/en/art/collection/search/461088
Plate,Chinese,12th–13th century,,https://images.metmuseum.org/CRDImages/rl/mobile-large/1657_11.jpg,https://www.metmuseum.org/en/art/collection/search/461492
"Deep bowl, Jun ware",Chinese,13th–14th century,,https://images.metmuseum.org/CRDImages/rl/mobile-large/1676-1.jpg,https://www.metmuseum.org/en/art/collection/search/461491
Small stemcup,Chinese,ca. second half of the 17th century,,https://images.metmuseum.org/CRDImages/rl/mobile-large/1697_26.jpg,https://www.metmuseum.org/en/art/collection/search/461336
Dish,Chinese,1821–50,,https://images.metmuseum.org/CRDImages/rl/mobile-large/SLP1727-1.jpg,https://www.metmuseum.org/en/art/collection/search/460694
"Deep bowl, Jun ware",Chinese,13th–14th century,,https://images.metmuseum.org/CRDImages/rl/mobile-large/1655-1.jpg,https://www.metmuseum.org/en/art/collection/search/460653
Club-shaped vase,Chinese,1662–1722,,https://images.metmuseum.org/CRDImages/rl/mobile-large/SLP1739-2.jpg,https://www.metmuseum.org/en/art/collection/search/460718
Small covered wine pot or teapot,Chinese,1662–1722,,https://images.metmuseum.org/CRDImages/rl/mobile-large/1733-1.jpg,https://www.metmuseum.org/en/art/collection/search/460670
Peach-shaped wine pot or teapot,Chinese,ca. late 17th century,,https://images.metmuseum.org/CRDImages/rl/mobile-large/1699-1.jpg,https://www.metmuseum.org/en/art/collection/search/460685
Club-shaped vase,Chinese,1662–1722,,https://images.metmuseum.org/CRDImages/rl/mobile-large/1686-1.jpg,https://www.metmuseum.org/en/art/collection/search/460717
Covered teapot or wine pot (pair with 1975.1.1705),Chinese,1662–1722,,https://images.metmuseum.org/CRDImages/rl/mobile-large/SLP1705_1704-1.jpg,https://www.metmuseum.org/en/art/collection/search/461225
Covered wine pot or teapot,Chinese,1662–1722,,https://images.metmuseum.org/CRDImages/rl/mobile-large/1708-1.jpg,https://www.metmuseum.org/en/art/collection/search/460683
Peach-shaped wine pot or teapot,Chinese,probably 18th century,,https://images.metmuseum.org/CRDImages/rl/mobile-large/1700-1.jpg,https://www.metmuseum.org/en/art/collection/search/461220
Small covered wine pot or teapot,Chinese,1662–1722,"This small, pear-shaped vessel, similar to three others in the Robert Lehman Collection (1975.1.15-17), has eared handles and curving spouts. The lids may be original to the pots. The pots and lids are painted in a linear style with classic scrolls and pendant petal-panels containing floral motifs, along with both pendant and upright leaf forms. The character yu (jade) is written in underglaze blue, with no encircling element, on each of the bases. The bodies of these four vessels are a bit softer than that of the similar piece 1975.1.1718, and the glazes are creamier in tone. There are chips on the vessels.",https://images.metmuseum.org/CRDImages/rl/mobile-large/SLP1714-1717-1.jpg,https://www.metmuseum.org/en/art/collection/search/461217
Hexagonal wine pot or teapot,Chinese,late 18th century,"This hexagonal vessels forms a pair with another in the Robert Lehman Collection (1975.1.1707). They have eared handles and short curving spouts; the hexagonal domed lids are probably original. A honeycomb-and-flower motif is pierced into each facet of the bodies; the lids are also reticulated. The vessels are painted with flowers and diaper patterns in overglaze pink, bright yellow, purple, brown, green, and lavender-blue; there is some enameling-on-enamels as well. The technique of painting enamel designs on top of other enamels probably began in the late eighteenth century. The spout of 1975.1.1707 has been broken and now has a metal cap that is attached to the lid with a chain.",https://images.metmuseum.org/CRDImages/rl/mobile-large/SLP1706L_1707R-1.jpg,https://www.metmuseum.org/en/art/collection/search/461499
Water pot,Chinese,1662–1722,,https://images.metmuseum.org/CRDImages/rl/mobile-large/SLP1696.jpg,https://www.metmuseum.org/en/art/collection/search/461223
"Small bowl, Jun ware",Chinese,12th–13th century,,https://images.metmuseum.org/CRDImages/rl/mobile-large/SLP1673-2.jpg,https://www.metmuseum.org/en/art/collection/search/460655
Peach-shaped wine pot or tea pot (pair with 1975.1.1721),Chinese,probably 18th century,,https://images.metmuseum.org/CRDImages/rl/mobile-large/SLP1721_1722-1.jpg,https://www.metmuseum.org/en/art/collection/search/460874
"Miniature incense burner, Jun ware",Chinese,12th–13th century,,https://images.metmuseum.org/CRDImages/rl/mobile-large/1671-1.jpg,https://www.metmuseum.org/en/art/collection/search/461084
"Phoenix-head ewer, Tang sancai ware",Chinese,late 7th century–first half 8th century,,https://images.metmuseum.org/CRDImages/rl/mobile-large/1648-1.jpg,https://www.metmuseum.org/en/art/collection/search/460652
Ewer,Chinese,1662–1722,,https://images.metmuseum.org/CRDImages/rl/mobile-large/1694-1.jpg,https://www.metmuseum.org/en/art/collection/search/460715
Small covered winepot or teapot (similar to 1975.1.1714-15 and 1975.1.1717),Chinese,1662–1772,,https://images.metmuseum.org/CRDImages/rl/mobile-large/SLP1714-1717-1.jpg,https://www.metmuseum.org/en/art/collection/search/460932
Ewer,Chinese,1662–1722,,https://images.metmuseum.org/CRDImages/rl/mobile-large/1695-1.jpg,https://www.metmuseum.org/en/art/collection/search/460716
Small covered winepot or teapot (similar to 1975.1.1714-16),Chinese,1662–1772,,https://images.metmuseum.org/CRDImages/rl/mobile-large/SLP1714-1717-1.jpg,https://www.metmuseum.org/en/art/collection/search/461278
Small covered wine pot or teapot,Chinese,1662–1722,,https://images.metmuseum.org/CRDImages/rl/mobile-large/1732-1.jpg,https://www.metmuseum.org/en/art/collection/search/461216
Hexagonal teapot or winepot (pair with 1975.1.1706),Chinese,late 18th century,"This hexagonal vessels forms a pair with another in the Robert Lehman Collection (1975.1.1706). They have eared handles and short curving spouts; the hexagonal domed lids are probably original. A honeycomb-and-flower motif is pierced into each facet of the bodies; the lids are also reticulated. The vessels are painted with flowers and diaper patterns in overglaze pink, bright yellow, purple, brown, green, and lavender-blue; there is some enameling-on-enamels as well. The technique of painting enamel designs on top of other enamels probably began in the late eighteenth century. The spout of 1975.1.1707 has been broken and now has a metal cap that is attached to the lid with a chain.",https://images.metmuseum.org/CRDImages/rl/mobile-large/SLP1706L_1707R-1.jpg,https://www.metmuseum.org/en/art/collection/search/461264
Covered wine pot or teapot,Chinese,1662–1722,,https://images.metmuseum.org/CRDImages/rl/mobile-large/1734-1.jpg,https://www.metmuseum.org/en/art/collection/search/460684
Covered teapot or winepot (pair with 1975.1.1702),Chinese,1662–1722,,https://images.metmuseum.org/CRDImages/rl/mobile-large/SLP1702_1703-1.jpg,https://www.metmuseum.org/en/art/collection/search/461263
covered teapot or wine pot (pair with 1975.1.1703),Chinese,1662–1722,,https://images.metmuseum.org/CRDImages/rl/mobile-large/SLP1702_1703-1.jpg,https://www.metmuseum.org/en/art/collection/search/461272
Peach-shaped wine pot or teapot (pair with 1975.1.1722),Chinese,probably 18th century,,https://images.metmuseum.org/CRDImages/rl/mobile-large/SLP1721_1722-1.jpg,https://www.metmuseum.org/en/art/collection/search/461528
Deep bowl,Chinese,13th–14th century,,https://images.metmuseum.org/CRDImages/rl/mobile-large/1656-1.jpg,https://www.metmuseum.org/en/art/collection/search/461490
Covered ewer,Chinese,ca. 1644–83,,https://images.metmuseum.org/CRDImages/rl/mobile-large/1693_24.jpg,https://www.metmuseum.org/en/art/collection/search/460681
Peach-Shaped Wine Pot or Tea Pot,Chinese,ca. 1644–83,,https://images.metmuseum.org/CRDImages/rl/mobile-large/1719_33tif.jpg,https://www.metmuseum.org/en/art/collection/search/459776
Panel (see also 1975.1.1932),Chinese,late 19th–early 20th century,,https://images.metmuseum.org/CRDImages/rl/mobile-large/DP265411.jpg,https://www.metmuseum.org/en/art/collection/search/460834
"Wine jar (Guan), Cizhou ware",Chinese,late 13th–early 14th century,,https://images.metmuseum.org/CRDImages/rl/mobile-large/1664_15.jpg,https://www.metmuseum.org/en/art/collection/search/460666
"Small covered winepot or teapot (similar to 1975.1.1714, and 1975.1.16-17)",Chinese,1662–1772,,https://images.metmuseum.org/CRDImages/rl/mobile-large/SLP1714-1717-1.jpg,https://www.metmuseum.org/en/art/collection/search/461277
Vase,Chinese,probably 19th century,,https://images.metmuseum.org/CRDImages/rl/mobile-large/1684-1.jpg,https://www.metmuseum.org/en/art/collection/search/461224
Panel (see also 1975.1.1933),Chinese,late 19th to early 20th century,,https://images.metmuseum.org/CRDImages/rl/mobile-large/DP265187.jpg,https://www.metmuseum.org/en/art/collection/search/460786
Twelve animals of the Chinese zodiac,China,18th–19th century,"The twelve animals of the Chinese zodiac are popular decorative motifs that appear in various media. This set, made of flawless pale green jade, would have been especially prized. Qing-dynasty master carvers individualized each animal with distinctive accessories and varied postures. The snake, for example, sits calmly with his hands in long, loose sleeves. This set is from the collection of Heber R. Bishop.",https://images.metmuseum.org/CRDImages/as/mobile-large/DT5058.jpg,https://www.metmuseum.org/en/art/collection/search/42102
Bow,Chinese,19th century,,,https://www.metmuseum.org/en/art/collection/search/30284
