藏品名称,藏品来源,年代,介绍,图片链接,详情链接
Drum-shaped Stool,Purchase: William Rockhill Nelson Trust,Daoguang period (1821-1850),"Black lacquer barrel shaped stool, inlayed with mother-of-pearl designs of birds, flowers, and trees.",https://art.nelson-atkins.org/internal/media/dispatcher/1050/preview;jsessionid=25FD90AFB77FFF1E71F21989BC2E7C9C,https://art.nelson-atkins.org/objects/12428/drumshaped-stool;jsessionid=25FD90AFB77FFF1E71F21989BC2E7C9C?ctx=80fef14d-dd80-418f-9684-c124ac064c03&idx=217
"Coffered Vault with Carved Dragons, China, Beijing, Zhihua Temple",Purchase: William Rockhill Nelson Trust,1444,Carved cypress wood with gold leaf; dragon design carved in relief,https://art.nelson-atkins.org/internal/media/dispatcher/33497/preview;jsessionid=25FD90AFB77FFF1E71F21989BC2E7C9C,https://art.nelson-atkins.org/objects/12120/coffered-vault-with-carved-dragons-china-beijing-zhihua-t;jsessionid=25FD90AFB77FFF1E71F21989BC2E7C9C?ctx=80fef14d-dd80-418f-9684-c124ac064c03&idx=218
Buckle,Purchase: William Rockhill Nelson Trust,19th century,Green Narwhal ivory buckle in two pieces.  Pierced design of fish heads.,https://art.nelson-atkins.org/internal/media/dispatcher/141719/preview;jsessionid=25FD90AFB77FFF1E71F21989BC2E7C9C,https://art.nelson-atkins.org/objects/15842/buckle;jsessionid=25FD90AFB77FFF1E71F21989BC2E7C9C?ctx=80fef14d-dd80-418f-9684-c124ac064c03&idx=220
The Red Cliff,Purchase: William Rockhill Nelson Trust,Southern Song dynasty (1127-1279),"Chinese Landscape Painting,Cleveland Museum of Art, November
4-December 26, 1954.The Art
of Southern Sung China,Asia House Gallery, New York, February 15-April 15,
1962.Album Leaves,China Institute in America, New
York, March 25-May 30, 1970.Eight Dynasties of Chinese Painting, Nelson-Gallery-Atkins Museum,
Kansas City, November 7, 1980 – January 4, 1981; The Cleveland Museum of Art,
February 7 – April 5, 1981; The Asia Society, December 3, 1981 – February 28,
1982; Tokyo National Museum, October 4 – November 17, 1982, no. 37.Senses and Sensibilities in Chinese
Painting, The Nelson-Atkins Museum of Art,
December 14, 2008- February 15, 2009.Masterpieces
of Early Chinese Painting and Calligraphy in American Collections, Shanghai
Museum, October 16, 2012- January 17, 2013, no. 16.5.",https://art.nelson-atkins.org/internal/media/dispatcher/26310/preview;jsessionid=25FD90AFB77FFF1E71F21989BC2E7C9C,https://art.nelson-atkins.org/objects/5220/the-red-cliff;jsessionid=25FD90AFB77FFF1E71F21989BC2E7C9C?ctx=80fef14d-dd80-418f-9684-c124ac064c03&idx=224
Illustration to the Second Prose Poem on the Red Cliff,Purchase: Nelson Gallery Foundation,Northern Song dynasty (960-1127),"The John M. Crawford Jr.
Collection: Chinese Paintings and Calligraphy,Metropolitan Museum of Art, October
12, 1984-February, 1985.A Bountiful Decade: Selected
Acquisitions, 1977–1987,Nelson-Atkins
Museum of Art, Kansas City, Mo. 14 October–6 December 1987.Grand
View: Painting, Calligraphy and Ju Ware from the Northern Sung Dynasty and Sung
Dynasty Rare Books, National Palace Museum, December 25, 2006- March 25, 2007 no.
25.Expressions
of Brush and Ink: Literati and Chan (Zen) Painting in China and Japan, The
Nelson-Atkins Museum of Art, Kansas City, MO, January 13 – August 8, 2010.Masterpieces
of Early Chinese Painting and Calligraphy in American Collections, Shanghai
Museum, October 16, 2012- January 17, 2013, No.15.Journey
through Mountains and Rivers: Chinese Landscapes Ancient and Modern, The
Nelson-Atkins Museum of Art, Kansas City, MO, February 8- April 28, 2013.Masterpieces
of Chinese Painting, Victoria and Albert Museum, London, October 26, 2013-
January 19, 2014, no. 19.",https://art.nelson-atkins.org/internal/media/dispatcher/27614/preview;jsessionid=25FD90AFB77FFF1E71F21989BC2E7C9C,https://art.nelson-atkins.org/objects/14981/illustration-to-the-second-prose-poem-on-the-red-cliff;jsessionid=25FD90AFB77FFF1E71F21989BC2E7C9C?ctx=80fef14d-dd80-418f-9684-c124ac064c03&idx=225
Lacquered Throne,Purchase: William Rockhill Nelson Trust,Kangxi period (1661-1722),"Imperial lacquer throne on base; decorated with cloud motifs, dragons, and characters in gold and paint.",https://art.nelson-atkins.org/internal/media/dispatcher/125541/preview;jsessionid=25FD90AFB77FFF1E71F21989BC2E7C9C,https://art.nelson-atkins.org/objects/2785/lacquered-throne;jsessionid=25FD90AFB77FFF1E71F21989BC2E7C9C?ctx=80fef14d-dd80-418f-9684-c124ac064c03&idx=226
The Arhat Vanavasin,Purchase: William Rockhill Nelson Trust,Qing dynasty (1644-1911),"Siamese and Tibetan
Paintings and Bronzes, Norfolk Society of Arts, VA, November 7–28, 1948,
no. 28 asLohan, in red and orange robes
with red halo and holding a septre.Sacred Images of Tibet,
Spencer Museum of Art, University of Kansas, Lawrence, KS, August 20–October
15, 1989, no cat.",https://art.nelson-atkins.org/internal/media/dispatcher/13219/preview;jsessionid=25FD90AFB77FFF1E71F21989BC2E7C9C,https://art.nelson-atkins.org/objects/317/the-arhat-vanavasin;jsessionid=25FD90AFB77FFF1E71F21989BC2E7C9C?ctx=80fef14d-dd80-418f-9684-c124ac064c03&idx=227
An Assembly Field,Gift of Betty Howe from the Estate of William I. Hagen,19th century,"Teachers of
Enlightenment:Traditions in Tibetan
Buddhism, The Nelson-Atkins Museum of Art, Kansas City, MO, May 11,
2019–May 10, 2020, no cat.",https://art.nelson-atkins.org/internal/media/dispatcher/111574/preview;jsessionid=25FD90AFB77FFF1E71F21989BC2E7C9C,https://art.nelson-atkins.org/objects/2036/an-assembly-field;jsessionid=25FD90AFB77FFF1E71F21989BC2E7C9C?ctx=80fef14d-dd80-418f-9684-c124ac064c03&idx=229
Kneeling Figure,Purchase: William Rockhill Nelson Trust,Northern Wei dynasty (386-534 C.E.),"Figure of a kneeling woman wearing simple robes with wide sleeves, with hands in front, the right one slightly higher than the left.  Traces of polychrome.",https://art.nelson-atkins.org/internal/media/dispatcher/51055/preview;jsessionid=25FD90AFB77FFF1E71F21989BC2E7C9C,https://art.nelson-atkins.org/objects/1299/kneeling-figure;jsessionid=25FD90AFB77FFF1E71F21989BC2E7C9C?ctx=80fef14d-dd80-418f-9684-c124ac064c03&idx=230
Chair,Purchase: William Rockhill Nelson Trust,18th century,"Red lacquer chair decorated with flowers, trees and birds, with scroll patterns along the tops of the arms and back.",https://art.nelson-atkins.org/internal/media/dispatcher/2487/preview;jsessionid=25FD90AFB77FFF1E71F21989BC2E7C9C,https://art.nelson-atkins.org/objects/5478/chair;jsessionid=25FD90AFB77FFF1E71F21989BC2E7C9C?ctx=80fef14d-dd80-418f-9684-c124ac064c03&idx=231
Bed Spread,Purchase: William Rockhill Nelson Trust,18th century,Bedspread in dark blue felt.  Embroidered in the center in silk with dragons and Fu dogs.  Border design of flowers.,https://art.nelson-atkins.org/internal/media/dispatcher/6338/preview;jsessionid=25FD90AFB77FFF1E71F21989BC2E7C9C,https://art.nelson-atkins.org/objects/6269/bed-spread;jsessionid=25FD90AFB77FFF1E71F21989BC2E7C9C?ctx=80fef14d-dd80-418f-9684-c124ac064c03&idx=232
Inscribed Oracle Bone,Purchase: William Rockhill Nelson Trust,12th-11th century B.C.E.,"Zhang Naiji (1899-1948), Paris and New York, by 1948 [1];Acquired from Chang Nai-Chi’s estate by Arthur B. Rothwell (1906-1994), New York and Dallas, TX, 1948-October 25, 1960 [2];Acquired from Rothwell, by exchange, by The Nelson-Atkins Museum of Art, Kansas City, MO, 1960.NOTES:[1] Zhang Naiji (also known as Nai Chi Chang and N. C. Chang) was a collector and dealer who owned Tonying & Company, an antiquities shop in Paris. He emigrated to New York in 1939, where he continued to collect. Zhang worked for C. T. Loo & Company in New York, and later Oriental Fine Arts, which was owned by Arthur B. Rothwell (see note 2). In a letter to Laurence Sickman, Nelson-Atkins Director, dated November 18, 1960, Rothwell described how he came to own the oracle bones: “The inscribed bones, etc. were in the collection of my late associate, Mr. Chang Nai-Chi and were acquired by me from his estate. His death, of course, was so sudden that no provisions had been made for obtaining much of the information that was required later regarding both his personal and also the gallery collection. I am afraid I have no knowledge of the date or place of acquisition but many of his archaic jades and other pieces were obtained during his long purchasing visit to China in 1947 and again in 1948.” Nelson-Atkins Archives, RG 02 Department of Asian Art Records, box 6, folder 2.[2] Arthur B. Rothwell was born in Oldham, England in 1906 and worked as an import manager for Yangtze Trading Company during his early career. He spent several years in New York as president of Oriental Fine Arts, Inc., until 1949, when he closed the gallery and moved to Panama. By 1959, he lived in Dallas, Texas, where he was involved in the oil industry with the Cheyenne Oil Corporation. In a letter to Laurence Sickman dated October 25, 1960, Rothwell proposed an exchange in which he would trade his collection of carved bone fragments for a redundant object from the Nelson-Atkins collection. The object traded by the Nelson-Atkins was a Ting ware cup, which had been purchased by the Museum through Sickman in 1935. The newly-acquired oracle bones assumed the Ting ware cup’s accession number of 35-115. Nelson-Atkins Archives, RG 02 Department of Asian Art Records, box 6, folder 2.",https://art.nelson-atkins.org/internal/media/dispatcher/35920/preview;jsessionid=25FD90AFB77FFF1E71F21989BC2E7C9C,https://art.nelson-atkins.org/objects/4966/inscribed-oracle-bone;jsessionid=25FD90AFB77FFF1E71F21989BC2E7C9C?ctx=80fef14d-dd80-418f-9684-c124ac064c03&idx=233
Drum-shaped Stool,Purchase: William Rockhill Nelson Trust,Daoguang period (1821-1850),"Black lacquer barrel shaped stool, inlayed with mother-of-pearl designs of birds, flowers, and trees.",https://art.nelson-atkins.org/internal/media/dispatcher/10944/preview;jsessionid=25FD90AFB77FFF1E71F21989BC2E7C9C,https://art.nelson-atkins.org/objects/2264/drumshaped-stool;jsessionid=25FD90AFB77FFF1E71F21989BC2E7C9C?ctx=80fef14d-dd80-418f-9684-c124ac064c03&idx=235
Wine Jar with Lid in Form of the Paradise of the Immortals,Purchase: William Rockhill Nelson Trust,Eastern Han dynasty (25-220 C.E.),Cylindrical jar with cover in the form of mountains.  Sides coverd with a relief of figures of men and horses.  Two T'ao-T'ieh masks holding rings.,https://art.nelson-atkins.org/internal/media/dispatcher/31478/preview;jsessionid=25FD90AFB77FFF1E71F21989BC2E7C9C,https://art.nelson-atkins.org/objects/19876/wine-jar-with-lid-in-form-of-the-paradise-of-the-immortals;jsessionid=25FD90AFB77FFF1E71F21989BC2E7C9C?ctx=80fef14d-dd80-418f-9684-c124ac064c03&idx=237
Kneeling Figure,Purchase: William Rockhill Nelson Trust,Northern Wei dynasty (386-534 C.E.),"Figure of a kneeling woman, holding musical pipes up to her face.  Traces of polychrome.",https://art.nelson-atkins.org/internal/media/dispatcher/51059/preview;jsessionid=25FD90AFB77FFF1E71F21989BC2E7C9C,https://art.nelson-atkins.org/objects/20141/kneeling-figure;jsessionid=25FD90AFB77FFF1E71F21989BC2E7C9C?ctx=80fef14d-dd80-418f-9684-c124ac064c03&idx=238
"Miniature Temples, from Zhihua Temple, Beijing, China",Purchase: William Rockhill Nelson Trust,1736-1796,Carved cypress wood with gold leaf; dragon design carved in relief,https://art.nelson-atkins.org/internal/media/dispatcher/169/preview;jsessionid=25FD90AFB77FFF1E71F21989BC2E7C9C,https://art.nelson-atkins.org/objects/18479/miniature-temples-from-zhihua-temple-beijing-china;jsessionid=25FD90AFB77FFF1E71F21989BC2E7C9C?ctx=80fef14d-dd80-418f-9684-c124ac064c03&idx=239
Armchair,Gift of Edna H. Bahr in memory of her father A. W. Bahr,Wanli period 1572-1620,"Abel William Bahr (1877-1959), Weybridge, England, Montreal, Canada and Ridgefield, CT, possibly by 1951-1959 [1];By descent to his daughter, Edna H. Bahr (1907-1986), Ridgefield, CT, 1959-1960;Her gift to The Nelson-Atkins Museum of Art, Kansas City, MO, 1960.NOTES:[1] Abel William Bahr was a coal merchant and importer with Scottish and Chinese ancestry, who collected Chinese art and served as the secretary of the North China branch of the Royal Asiatic Society from 1909.This chair is seen in a photograph of Bahr’s lacquer furniture in the A.W. Bahr Papers, Smithsonian National Museum of Asian Art, Washington DC, Box 1, folder 18. The photograph is undated, but a mailing envelope addressed to Bahr with a written description on the front: ""Photos, Negatives Lacquer Furniture,"" which is adjacent to the photograph in the file, contains a postmark that is difficult to decipher but may read ""11 Apr 51."" For more on Bahr, seeRoy Davids and Dominic Jellinek,Provenance: Collectors, Dealers & Scholars in the Field of Chinese Ceramics in Britain & America(Oxon, UK: Roy Davids, 2011), 56-58.",https://art.nelson-atkins.org/internal/media/dispatcher/4332/preview;jsessionid=B5A9852F065E4BD8FEE07441DB6F4E02,https://art.nelson-atkins.org/objects/17535/armchair;jsessionid=B5A9852F065E4BD8FEE07441DB6F4E02?ctx=7d378560-3682-4bba-88fa-8c3e9ffe8314&idx=240
Head of a Bodhisattva,Gift of Mrs. Massey Holmes,450-499 C.E.,"Philbrook
Art Center, Tulsa, OK, 1948.",https://art.nelson-atkins.org/internal/media/dispatcher/31488/preview;jsessionid=B5A9852F065E4BD8FEE07441DB6F4E02,https://art.nelson-atkins.org/objects/11002/head-of-a-bodhisattva;jsessionid=B5A9852F065E4BD8FEE07441DB6F4E02?ctx=7d378560-3682-4bba-88fa-8c3e9ffe8314&idx=241
